host_id,neighbourhood_group,price,latitude,longitude
119588,Brooklyn,400,40.66499,-73.97925
119900,Manhattan,170,40.77842,-73.97556
120223,Manhattan,100,40.72245,-73.98527
65091,Brooklyn,75,40.65593,-73.96053
6197784,Brooklyn,90,40.71923,-73.96468
124352,Manhattan,150,40.778,-73.94822
124797,Manhattan,85,40.85879,-73.93128
35935,Brooklyn,70,40.68332,-73.9547
126607,Manhattan,120,40.81618,-73.94894
127608,Brooklyn,89,40.68414,-73.96351
125857,Manhattan,185,40.72392,-73.99143
129352,Brooklyn,50,40.73494,-73.9503
120335,Manhattan,105,40.71341,-73.98856
117287,Manhattan,130,40.76754,-73.98399
135619,Manhattan,115,40.73442,-74.00303
137292,Brooklyn,77,40.63188,-73.93248
137814,Brooklyn,76,40.6873,-73.9634
137974,Brooklyn,125,40.68296,-73.93662
116599,Brooklyn,135,40.6863,-73.96765
138579,Brooklyn,250,40.73409,-73.95348
139612,Brooklyn,199,40.71561,-73.94835
139874,Brooklyn,140,40.6857,-73.99183
140025,Queens,140,40.74028,-73.83168
137974,Brooklyn,115,40.68281,-73.93524
142833,Brooklyn,160,40.71596,-73.93938
143027,Brooklyn,195,40.71492,-73.95935
143048,Manhattan,195,40.72354,-73.98295
72014,Brooklyn,80,40.71165,-73.96087
149929,Brooklyn,44,40.69101,-73.97312
120291,Manhattan,156,40.73474,-74.00101
62165,Brooklyn,85,40.67386,-73.96641
142684,Brooklyn,125,40.71536,-73.96057
137432,Brooklyn,115,40.6741,-73.96595
157798,Manhattan,69,40.79295,-73.93997
158284,Manhattan,225,40.73226,-74.00401
159370,Brooklyn,125,40.71363,-73.96398
92788,Manhattan,219,40.77711,-73.9527
165789,Brooklyn,475,40.68559,-73.98094
168417,Manhattan,99,40.77456,-73.95323
168525,Brooklyn,69,40.71088,-73.95055
110506,Queens,79,40.74559,-73.92313
170510,Brooklyn,135,40.68306,-73.94659
171851,Brooklyn,250,40.70207,-73.98571
174025,Manhattan,250,40.76123,-73.9642
180083,Brooklyn,250,40.66858,-73.99083
181167,Manhattan,80,40.82704,-73.94907
137814,Brooklyn,70,40.68843,-73.96408
11481,Brooklyn,165,40.6783,-74.00135
185978,Staten Island,70,40.64524,-74.08088
177536,Brooklyn,50,40.70641,-73.91765
190409,Bronx,40,40.83232,-73.93184
193360,Brooklyn,150,40.71045,-73.9677
72062,Manhattan,125,40.72518,-73.98034
193722,Manhattan,196,40.70666,-74.01374
181376,Brooklyn,110,40.69098,-73.97113
193637,Manhattan,170,40.73756,-74.00405
126607,Manhattan,165,40.81526,-73.94791
201297,Manhattan,150,40.73423,-74.0046
202249,Manhattan,100,40.82374,-73.9373
67778,Brooklyn,65,40.68863,-73.97691
204539,Queens,350,40.70382,-73.89797
867225,Manhattan,99,40.80549,-73.95924
204724,Brooklyn,200,40.71627,-73.9587
8198,Brooklyn,150,40.67994,-73.97863
209460,Brooklyn,90,40.67992,-73.9475
210746,Brooklyn,120,40.67868,-73.97307
212722,Manhattan,75,40.76834,-73.95334
214148,Brooklyn,175,40.68237,-73.9415
214287,Manhattan,125,40.74031,-73.99999
218404,Manhattan,275,40.76307,-73.99665
221873,Manhattan,299,40.71882,-73.98852
9744,Brooklyn,135,40.6693,-73.98804
236421,Manhattan,130,40.77333,-73.95199
236655,Manhattan,83,40.72319,-73.99201
237329,Manhattan,123,40.74859,-73.99671
27848,Queens,55,40.67252,-73.76597
240360,Manhattan,195,40.76244,-73.99271
247432,Brooklyn,80,40.69546,-73.93503
204539,Queens,98,40.71722,-73.87856
204539,Queens,140,40.70234,-73.89816
204539,Queens,265,40.71546,-73.87854
10889,Brooklyn,249,40.7195,-73.95976
255583,Manhattan,105,40.76548,-73.98474
253385,Manhattan,200,40.80234,-73.95603
210746,Brooklyn,100,40.6787,-73.97262
256161,Manhattan,121,40.81035,-73.94598
190409,Bronx,45,40.83075,-73.93058
258164,Manhattan,100,40.79958,-73.94275
260709,Brooklyn,140,40.71625,-73.93845
262138,Brooklyn,71,40.6829,-73.93549
88209,Manhattan,130,40.72773,-73.99134
263414,Manhattan,199,40.72861,-74.0049
168525,Brooklyn,69,40.70979,-73.95162
264928,Brooklyn,68,40.68656,-73.97525
267593,Manhattan,130,40.72752,-73.98432
268014,Brooklyn,195,40.729,-73.95829
256161,Manhattan,64,40.81219,-73.94499
272006,Queens,140,40.77185,-73.90502
199392,Brooklyn,159,40.68926,-73.99386
239208,Manhattan,189,40.72821,-73.98701
274557,Manhattan,250,40.7672,-73.98508
275459,Manhattan,239,40.73012,-73.99053
275578,Manhattan,305,40.7403,-73.98498
276291,Manhattan,155,40.80931,-73.94343
277379,Manhattan,60,40.8251,-73.94287
277394,Brooklyn,135,40.6585,-73.98397
279797,Manhattan,120,40.76193,-73.9501
282927,Manhattan,150,40.72052,-73.98589
204539,Queens,140,40.70411,-73.89934
274782,Brooklyn,135,40.73401,-73.95967
186084,Manhattan,250,40.71756,-73.99503
288031,Manhattan,250,40.7589,-73.96991
289653,Manhattan,500,40.72003,-74.00262
99212,Manhattan,225,40.73194,-73.99474
292204,Manhattan,125,40.79163,-73.94573
256161,Manhattan,92,40.8118,-73.94434
249372,Manhattan,175,40.81583,-73.94707
292630,Manhattan,99,40.72654,-73.98049
293394,Manhattan,195,40.80021,-73.96071
126607,Manhattan,140,40.80942,-73.93936
295760,Manhattan,135,40.71961,-73.9954
291112,Manhattan,500,40.74358,-74.00027
297176,Manhattan,80,40.80335,-73.9575
297769,Manhattan,120,40.71445,-73.9908
23619,Manhattan,110,40.75749,-73.96897
281764,Brooklyn,65,40.64446,-73.9503
303882,Manhattan,130,40.7268,-73.99079
197755,Brooklyn,99,40.688,-73.9171
303939,Staten Island,36,40.63536,-74.08537
303939,Staten Island,37,40.63627,-74.08543
303939,Staten Island,37,40.63518,-74.08546
306545,Manhattan,175,40.72477,-73.98161
306605,Manhattan,205,40.74238,-73.99567
306739,Brooklyn,285,40.72945,-73.95511
308875,Brooklyn,59,40.70763,-73.95177
303939,Staten Island,36,40.63481,-74.08519
307962,Queens,99,40.75384,-73.91433
308652,Brooklyn,39,40.64106,-73.97426
310458,Brooklyn,60,40.66793,-73.98327
295128,Bronx,90,40.81309,-73.85514
310670,Bronx,105,40.88057,-73.83572
170510,Brooklyn,135,40.68236,-73.94314
306545,Manhattan,390,40.72185,-73.98246
311286,Brooklyn,70,40.68503,-73.95385
312288,Manhattan,75,40.86648,-73.9263
312722,Brooklyn,60,40.7069,-73.95467
146944,Manhattan,200,40.72807,-73.98594
313317,Brooklyn,100,40.6778,-73.94339
311286,Brooklyn,70,40.68317,-73.94701
314256,Brooklyn,110,40.6761,-73.9529
314582,Brooklyn,60,40.67586,-73.95155
7310,Manhattan,90,40.71702,-73.99811
46978,Manhattan,68,40.72321,-73.98157
317809,Manhattan,115,40.77956,-73.98098
319092,Brooklyn,75,40.68276,-73.95264
320422,Brooklyn,60,40.71368,-73.9626
320450,Manhattan,129,40.72956,-73.98158
320761,Brooklyn,130,40.71069,-73.95175
320538,Brooklyn,95,40.70863,-73.94641
321756,Manhattan,75,40.82888,-73.94307
321934,Brooklyn,175,40.67319,-73.97323
322884,Brooklyn,190,40.67846,-73.99443
322716,Brooklyn,49,40.6715,-73.94808
324460,Manhattan,212,40.72681,-73.98534
314941,Manhattan,95,40.71904,-73.99392
325389,Brooklyn,140,40.71031,-73.9583
136227,Manhattan,135,40.81322,-73.95306
327673,Brooklyn,150,40.67732,-73.98225
329436,Brooklyn,190,40.68076,-73.9896
101597,Manhattan,124,40.79603,-73.94903
330347,Brooklyn,135,40.71492,-73.96282
332189,Manhattan,122,40.80393,-73.95838
323517,Manhattan,109,40.80082,-73.9652
338454,Manhattan,85,40.82976,-73.94867
240427,Brooklyn,145,40.683,-73.91981
342054,Manhattan,195,40.78971,-73.9729
282655,Brooklyn,250,40.67817,-73.99495
343250,Brooklyn,125,40.73119,-73.95578
281229,Manhattan,575,40.71943,-73.99627
352168,Manhattan,150,40.78,-73.98249
155689,Brooklyn,70,40.70514,-73.91922
353965,Manhattan,90,40.86713,-73.92811
354330,Manhattan,65,40.73198,-73.98881
72062,Manhattan,500,40.72542,-73.97986
361855,Manhattan,250,40.83494,-73.93869
363834,Manhattan,125,40.71659,-73.98945
364955,Manhattan,200,40.72966,-74.00243
365153,Brooklyn,229,40.72898,-73.95552
369015,Bronx,90,40.87207,-73.90193
373085,Manhattan,110,40.77728,-73.97818
340692,Brooklyn,59,40.72646,-73.95341
211877,Brooklyn,195,40.71015,-73.96101
389924,Brooklyn,169,40.71903,-73.9597
331328,Manhattan,113,40.80892,-73.93985
391325,Manhattan,250,40.80276,-73.9567
265109,Queens,115,40.77635,-73.93426
394752,Brooklyn,55,40.72488,-73.95018
308875,Brooklyn,69,40.71398,-73.95763
401696,Manhattan,150,40.71876,-73.98394
118971,Brooklyn,169,40.66552,-73.99019
417504,Brooklyn,179,40.73749,-73.95292
134355,Manhattan,150,40.76248,-73.9913
422561,Brooklyn,135,40.68674,-73.98876
425506,Brooklyn,350,40.6848,-73.96219
430188,Brooklyn,120,40.70516,-73.95455
434987,Manhattan,71,40.72329,-73.98486
417504,Brooklyn,349,40.73776,-73.95327
417504,Brooklyn,349,40.73738,-73.95482
438133,Brooklyn,165,40.67542,-73.98142
417504,Brooklyn,249,40.73842,-73.95312
448312,Brooklyn,100,40.6926,-73.99832
448312,Brooklyn,200,40.69441,-73.99771
449787,Manhattan,169,40.72399,-73.98374
451545,Brooklyn,185,40.6824,-73.94615
453519,Brooklyn,65,40.68949,-73.91708
454756,Brooklyn,130,40.68819,-73.97258
456638,Brooklyn,199,40.7205,-73.96015
410094,Manhattan,225,40.72451,-73.98094
417504,Brooklyn,179,40.73813,-73.95394
459054,Brooklyn,150,40.67591,-73.94715
462776,Manhattan,139,40.72843,-73.98895
464506,Manhattan,95,40.71271,-73.99776
322716,Brooklyn,79,40.66966,-73.94735
327900,Manhattan,150,40.71965,-73.98766
116599,Brooklyn,650,40.68613,-73.96536
209460,Brooklyn,90,40.68048,-73.94911
25183,Brooklyn,120,40.68314,-73.93963
35375,Queens,80,40.75961,-73.91117
503800,Brooklyn,100,40.67473,-73.94494
478395,Brooklyn,175,40.69305,-73.93185
473113,Brooklyn,120,40.67174,-73.95663
509341,Brooklyn,140,40.71055,-73.95098
509918,Brooklyn,200,40.69465,-73.95458
116599,Brooklyn,165,40.68413,-73.96542
31374,Manhattan,125,40.73877,-73.97707
520279,Manhattan,130,40.74893,-73.99544
522065,Manhattan,65,40.79406,-73.94102
522164,Brooklyn,123,40.68795,-73.97332
523218,Manhattan,67,40.85295,-73.93361
526653,Queens,50,40.72413,-73.76133
526805,Brooklyn,130,40.66918,-73.99187
530032,Brooklyn,100,40.71125,-73.95613
178043,Manhattan,212,40.78558,-73.9696
465278,Brooklyn,190,40.71577,-73.96053
417504,Brooklyn,599,40.73861,-73.95485
251176,Manhattan,249,40.72577,-73.98745
547386,Queens,70,40.58615,-73.81245
322716,Brooklyn,100,40.67086,-73.94872
551055,Manhattan,60,40.82773,-73.95231
552679,Brooklyn,135,40.68505,-73.95684
306739,Brooklyn,175,40.72911,-73.95493
3088389,Manhattan,120,40.77944,-73.98567
568568,Manhattan,169,40.74503,-73.98876
572527,Brooklyn,165,40.67539,-73.96093
573316,Manhattan,90,40.8054,-73.95189
571952,Manhattan,225,40.78491,-73.9508
181376,Brooklyn,95,40.69088,-73.97307
314582,Brooklyn,55,40.67555,-73.95057
275582,Manhattan,85,40.75835,-73.99193
579495,Brooklyn,199,40.66527,-73.9886
314941,Manhattan,211,40.71895,-73.99434
582598,Manhattan,145,40.75579,-73.96699
567187,Manhattan,65,40.82399,-73.95328
127772,Manhattan,99,40.81822,-73.94095
585166,Queens,110,40.76434,-73.92132
209460,Brooklyn,80,40.67705,-73.94925
593115,Brooklyn,150,40.69263,-73.99438
2248897,Brooklyn,110,40.68448,-73.92747
585458,Manhattan,290,40.74412,-74.00208
599354,Manhattan,87,40.73067,-73.98702
138069,Brooklyn,190,40.70665,-73.94061
262812,Brooklyn,200,40.72063,-73.95952
611716,Brooklyn,165,40.67644,-73.98082
617990,Manhattan,110,40.80481,-73.94794
622460,Manhattan,395,40.72533,-73.99143
622855,Brooklyn,99,40.68569,-73.93038
308652,Brooklyn,39,40.64302,-73.97255
627217,Manhattan,189,40.72939,-73.98857
620288,Manhattan,85,40.79918,-73.96607
23276,Brooklyn,260,40.66862,-73.9926
256161,Manhattan,122,40.81333,-73.94453
275563,Brooklyn,165,40.72473,-73.95199
85330,Queens,97,40.70925,-73.85262
651390,Manhattan,170,40.73215,-74.00922
507186,Brooklyn,125,40.71109,-73.94332
653405,Manhattan,130,40.7463,-73.97926
652842,Brooklyn,225,40.71823,-73.95849
663764,Brooklyn,50,40.651,-73.94886
663879,Brooklyn,170,40.68626,-73.97598
665013,Manhattan,132,40.74488,-74.001
663384,Brooklyn,250,40.67632,-73.97616
674970,Brooklyn,141,40.72212,-73.94254
680818,Brooklyn,64,40.67456,-73.95151
622866,Brooklyn,249,40.71363,-73.96019
683975,Brooklyn,79,40.6755,-73.95878
686147,Manhattan,185,40.72274,-73.97581
686768,Brooklyn,120,40.6858,-73.9828
687361,Brooklyn,495,40.67535,-73.97654
689661,Manhattan,375,40.72255,-73.99346
630453,Manhattan,175,40.72094,-73.99706
277747,Manhattan,150,40.72485,-73.97813
616825,Manhattan,259,40.80473,-73.9532
299755,Manhattan,96,40.72217,-73.98419
404424,Brooklyn,145,40.71943,-73.9565
703156,Manhattan,200,40.74249,-74.00329
706418,Manhattan,95,40.79264,-73.97294
709434,Brooklyn,250,40.65749,-73.97675
709334,Manhattan,295,40.80474,-73.94688
715807,Manhattan,175,40.72831,-74.00177
716064,Brooklyn,451,40.71541,-73.94144
718349,Manhattan,165,40.79765,-73.96245
720320,Manhattan,250,40.78508,-73.95332
716306,Bronx,77,40.89747,-73.8639
726333,Manhattan,250,40.72008,-73.98404
722320,Queens,129,40.75725,-73.91098
216191,Brooklyn,98,40.7102,-73.94495
731855,Brooklyn,150,40.67359,-73.97904
731904,Manhattan,95,40.72674,-73.9782
256161,Manhattan,55,40.81156,-73.94571
732535,Manhattan,300,40.80497,-73.95016
733894,Queens,42,40.7385,-73.91806
737585,Brooklyn,125,40.72937,-73.95671
739499,Manhattan,175,40.72587,-73.98438
745069,Manhattan,75,40.82426,-73.9463
656841,Brooklyn,255,40.71624,-73.96272
757166,Brooklyn,72,40.68101,-73.94081
758441,Brooklyn,165,40.68669,-73.91989
573065,Brooklyn,165,40.71534,-73.95914
759583,Brooklyn,75,40.68288,-73.96024
762563,Brooklyn,130,40.72489,-73.95494
465589,Brooklyn,139,40.70867,-73.94284
54275,Brooklyn,88,40.67963,-73.93908
54275,Brooklyn,80,40.6798,-73.93908
759883,Manhattan,150,40.74346,-73.99882
769247,Manhattan,200,40.77724,-73.98109
770831,Manhattan,200,40.72972,-73.97995
733894,Queens,42,40.74102,-73.91681
772300,Brooklyn,90,40.71309,-73.94128
1856604,Manhattan,295,40.83096,-73.94633
776490,Brooklyn,450,40.71323,-73.95745
776645,Brooklyn,130,40.67212,-73.9506
242506,Brooklyn,89,40.71023,-73.96665
781647,Manhattan,198,40.80523,-73.95139
627217,Manhattan,99,40.72636,-73.98917
32169,Brooklyn,46,40.72185,-73.93956
69439,Manhattan,140,40.72351,-73.99683
787273,Brooklyn,500,40.6809,-73.99233
867225,Manhattan,75,40.80525,-73.95916
733894,Queens,33,40.74,-73.91901
791287,Manhattan,250,40.80006,-73.96049
792159,Brooklyn,60,40.70283,-73.92131
793620,Manhattan,75,40.84468,-73.94303
795640,Brooklyn,350,40.68252,-73.99619
306605,Manhattan,205,40.74342,-73.99483
795889,Brooklyn,219,40.67853,-73.98089
22486,Brooklyn,60,40.6788,-73.97643
789257,Manhattan,185,40.77886,-73.98042
800982,Manhattan,190,40.72578,-73.97879
720558,Brooklyn,105,40.66085,-73.98537
803086,Manhattan,250,40.80113,-73.94503
747698,Manhattan,175,40.78569,-73.97581
805344,Manhattan,65,40.82411,-73.94934
806112,Brooklyn,75,40.68131,-73.95332
806214,Bronx,37,40.85811,-73.90675
806774,Brooklyn,85,40.70667,-73.96524
807642,Brooklyn,106,40.60452,-73.97103
812814,Manhattan,79,40.7932,-73.94007
67778,Brooklyn,85,40.68768,-73.97611
803086,Manhattan,170,40.80224,-73.94558
302772,Manhattan,115,40.71473,-73.98842
781647,Manhattan,89,40.80518,-73.95359
826192,Manhattan,49,40.80827,-73.95329
826459,Brooklyn,91,40.72901,-73.95812
829652,Manhattan,400,40.73476,-73.98452
833926,Brooklyn,150,40.69055,-73.92357
836168,Manhattan,2000,40.7735,-73.98697
842125,Brooklyn,97,40.67505,-73.95969
844862,Manhattan,100,40.72974,-73.98201
846309,Brooklyn,179,40.70925,-73.95425
848748,Brooklyn,500,40.72315,-73.95226
848960,Manhattan,429,40.73939,-73.99612
849492,Manhattan,189,40.74112,-73.97686
21475,Manhattan,120,40.72019,-73.98217
314941,Manhattan,300,40.72133,-73.99666
864735,Queens,107,40.75744,-73.92163
864735,Queens,95,40.75695,-73.9202
872121,Manhattan,199,40.8296,-73.94651
39260,Manhattan,120,40.79056,-73.9468
872805,Manhattan,199,40.73631,-73.99977
873273,Bronx,125,40.86466,-73.85709
876054,Brooklyn,70,40.71312,-73.96199
889106,Brooklyn,75,40.71297,-73.94336
871727,Manhattan,100,40.73712,-74.00166
279078,Brooklyn,99,40.69242,-73.95097
904833,Manhattan,250,40.73862,-73.99758
906200,Brooklyn,350,40.7158,-73.95803
909146,Brooklyn,170,40.68262,-73.97299
909234,Manhattan,165,40.73217,-73.98801
179020,Manhattan,99,40.76311,-73.99388
912541,Manhattan,255,40.74695,-74.00454
489400,Brooklyn,169,40.67497,-73.87305
915640,Brooklyn,99,40.66788,-73.94813
918866,Manhattan,169,40.76684,-73.95944
920542,Brooklyn,160,40.68967,-73.95445
922922,Brooklyn,215,40.67946,-73.96501
874471,Brooklyn,130,40.66944,-73.98083
923915,Manhattan,110,40.72566,-73.97748
936114,Manhattan,150,40.7709,-73.99181
302936,Brooklyn,65,40.71943,-73.95958
938056,Queens,75,40.74249,-73.92466
48599,Manhattan,149,40.74033,-74.00024
936830,Manhattan,89,40.7969,-73.96128
940724,Manhattan,50,40.83403,-73.94553
949221,Brooklyn,43,40.65513,-73.95641
949221,Brooklyn,42,40.65589,-73.95539
304493,Brooklyn,85,40.70275,-73.94501
953279,Brooklyn,139,40.68897,-73.93569
611716,Brooklyn,105,40.67617,-73.98136
953565,Brooklyn,265,40.67595,-73.98053
960836,Manhattan,149,40.76415,-73.99067
964482,Manhattan,68,40.83127,-73.94718
289135,Brooklyn,99,40.68497,-73.95592
971075,Manhattan,75,40.82922,-73.94174
973438,Brooklyn,100,40.71137,-73.94362
933378,Manhattan,90,40.76739,-73.9557
568325,Manhattan,160,40.73089,-73.98195
988350,Brooklyn,190,40.6755,-73.97859
918087,Brooklyn,67,40.68812,-73.94934
1000477,Manhattan,190,40.7694,-73.9572
51038,Brooklyn,248,40.68634,-73.96161
903686,Brooklyn,100,40.7093,-73.9497
464506,Manhattan,95,40.713,-73.99752
1007558,Manhattan,150,40.75895,-73.9883
1010242,Brooklyn,145,40.68186,-73.94113
1011426,Brooklyn,41,40.68364,-73.91076
1012691,Brooklyn,120,40.71893,-73.9428
12221,Bronx,50,40.82802,-73.92039
1014639,Brooklyn,157,40.68765,-73.97073
1017473,Brooklyn,195,40.71413,-73.96596
1018472,Brooklyn,70,40.58422,-73.94079
1024355,Brooklyn,185,40.71973,-73.95582
1029021,Brooklyn,145,40.69025,-73.93323
1031148,Queens,50,40.73826,-73.92458
306739,Brooklyn,185,40.73049,-73.96115
272730,Manhattan,250,40.72956,-73.97903
666271,Manhattan,80,40.73854,-74.00821
1094178,Manhattan,230,40.75877,-73.98863
1096084,Brooklyn,100,40.67688,-73.9859
293130,Brooklyn,40,40.70051,-73.92204
800223,Manhattan,200,40.71712,-73.98898
1109658,Staten Island,80,40.60742,-74.14388
1112560,Brooklyn,79,40.68741,-73.95741
864735,Queens,95,40.75627,-73.9211
1114587,Manhattan,300,40.79816,-73.9619
1121193,Brooklyn,100,40.61927,-74.0307
1129218,Manhattan,80,40.8078,-73.95208
447754,Brooklyn,110,40.61922,-73.99399
759583,Brooklyn,172,40.68275,-73.96148
1138692,Manhattan,199,40.71813,-73.98416
1138692,Manhattan,199,40.71892,-73.98401
1139574,Manhattan,100,40.816,-73.95545
921500,Manhattan,55,40.82748,-73.95153
918087,Brooklyn,75,40.68634,-73.95088
1144415,Manhattan,146,40.72229,-73.97901
846050,Manhattan,250,40.72956,-73.99287
1146744,Brooklyn,116,40.72595,-73.95298
4887492,Manhattan,150,40.71193,-74.00817
22486,Brooklyn,120,40.68012,-73.97847
1153993,Manhattan,199,40.74233,-73.99865
1164642,Brooklyn,150,40.67424,-73.96665
1165231,Manhattan,69,40.80486,-73.95298
1165231,Manhattan,300,40.80307,-73.95048
991380,Brooklyn,230,40.68653,-73.98562
1173599,Manhattan,125,40.74267,-73.98569
1112560,Brooklyn,79,40.68749,-73.95494
663879,Brooklyn,130,40.68645,-73.97538
1177497,Brooklyn,239,40.68999,-73.96711
1177947,Staten Island,75,40.61077,-74.06824
815977,Brooklyn,220,40.71126,-73.94576
209460,Brooklyn,80,40.67855,-73.94949
1187935,Manhattan,288,40.72416,-73.9853
1191142,Brooklyn,135,40.68516,-73.92521
1192424,Manhattan,225,40.73507,-74.00048
1192610,Manhattan,110,40.71611,-73.99828
1194377,Brooklyn,100,40.67964,-73.93946
1190088,Manhattan,130,40.76189,-73.99
1097545,Manhattan,89,40.72645,-73.98035
507304,Brooklyn,200,40.66293,-73.99833
1203500,Brooklyn,80,40.69046,-73.95167
12221,Bronx,50,40.83001,-73.92158
292204,Manhattan,135,40.79239,-73.94535
1207399,Manhattan,90,40.72709,-73.98274
1184442,Manhattan,270,40.72599,-74.00168
1217241,Brooklyn,110,40.68309,-73.94219
763420,Manhattan,145,40.79442,-73.93433
1220414,Manhattan,179,40.76166,-73.99675
1012895,Queens,55,40.70163,-73.90867
1223568,Manhattan,110,40.75575,-73.96842
902054,Manhattan,325,40.80903,-73.94197
1229984,Queens,75,40.74581,-73.95295
1234405,Brooklyn,300,40.66414,-73.98574
